Time;Hour;0x00;QoS 1;BE 1;BE 3;BE 4;BE 2;QoS 2
1;2020-11-08T22:55:55+01:00;0.004752;null;null;null;null;null;null
2;2020-11-08T22:55:56+01:00;0.001856;null;null;null;null;null;null
3;2020-11-08T22:55:57+01:00;0.001856;null;null;null;null;null;null
4;2020-11-08T22:55:58+01:00;0.001856;null;null;null;null;null;null
5;2020-11-08T22:55:59+01:00;0.001856;null;null;null;null;null;null
6;2020-11-08T22:56:00+01:00;0.001856;null;null;null;null;null;null
7;2020-11-08T22:56:01+01:00;0.00248;null;null;null;null;null;null
8;2020-11-08T22:56:02+01:00;0.001856;null;null;null;null;null;null
9;2020-11-08T22:56:03+01:00;0.001856;null;null;null;null;null;null
10;2020-11-08T22:56:04+01:00;0.001856;null;null;null;null;null;null
11;2020-11-08T22:56:05+01:00;0.001856;null;null;null;null;null;null
12;2020-11-08T22:56:06+01:00;0.001856;null;null;null;null;null;null
13;2020-11-08T22:56:07+01:00;0.00248;null;null;null;null;null;null
14;2020-11-08T22:56:08+01:00;0.00248;null;null;null;null;null;null
15;2020-11-08T22:56:09+01:00;0.001856;null;null;null;null;null;null
16;2020-11-08T22:56:10+01:00;0.00248;null;null;null;null;null;null
17;2020-11-08T22:56:11+01:00;0.001856;null;null;null;null;null;null
18;2020-11-08T22:56:12+01:00;0.001856;null;null;null;null;null;null
19;2020-11-08T22:56:13+01:00;0.001856;null;null;null;null;null;null
20;2020-11-08T22:56:14+01:00;0.001856;null;null;null;null;null;null
21;2020-11-08T22:56:15+01:00;0.001856;null;null;null;null;null;null
22;2020-11-08T22:56:16+01:00;0.001856;null;null;null;null;null;null
23;2020-11-08T22:56:17+01:00;0.001856;null;null;null;null;null;null
24;2020-11-08T22:56:18+01:00;0.001856;null;null;null;null;null;null
25;2020-11-08T22:56:19+01:00;0.001856;null;null;null;null;null;null
26;2020-11-08T22:56:20+01:00;0.001856;null;null;null;null;null;null
27;2020-11-08T22:56:21+01:00;0.001856;null;null;null;null;null;null
28;2020-11-08T22:56:22+01:00;0.001856;null;null;null;null;null;null
29;2020-11-08T22:56:23+01:00;0.001856;null;null;null;null;null;null
30;2020-11-08T22:56:24+01:00;0;null;null;null;null;null;null
31;2020-11-08T22:56:25+01:00;0;null;null;null;null;null;null
32;2020-11-08T22:56:26+01:00;0;null;null;null;null;null;null
33;2020-11-08T22:56:27+01:00;0;null;null;null;null;null;null
34;2020-11-08T22:56:28+01:00;0;null;null;null;null;null;null
35;2020-11-08T22:56:29+01:00;0;null;null;null;null;null;null
36;2020-11-08T22:56:30+01:00;0;null;null;null;null;null;null
37;2020-11-08T22:56:31+01:00;0;null;null;null;null;null;null
38;2020-11-08T22:56:32+01:00;0;null;null;null;null;null;null
39;2020-11-08T22:56:33+01:00;0;null;null;null;null;null;null
